LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl_CompShg,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt_gt_1990,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,SalePrice,Condition_Artery,Condition_Feedr,Condition_Norm,Condition_PosA,Condition_PosN,Condition_RRAe,Condition_RRAn,Condition_RRNe,Condition_RRNn,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Other,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc
66.0,8738,1,3,0,0,7,5,1999,1999,1,302.0,4,3,4,3,1,1,0,1,0,975,975,1,5,1,5,1005,1286,0,2291,0,0,2,1,4,1,4,8,8,1,3,3,1,3,2,429,3,3,2,192,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
69.0,9337,1,3,0,0,6,5,1997,1997,1,0.0,3,4,4,3,1,6,648,1,0,176,824,1,5,1,5,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,0,5,1,2,2,684,3,3,2,0,162,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
55.0,10592,0,3,0,0,6,7,1923,1996,1,0.0,3,4,3,2,1,1,0,1,0,602,602,1,3,1,5,900,602,0,1502,0,0,1,1,3,1,4,7,8,2,3,1,0,1,1,180,3,3,2,96,0,112,0,53,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
80.0,9554,1,3,0,0,8,5,1993,1994,1,125.0,4,3,4,3,1,6,380,1,0,397,777,1,5,1,5,1065,846,0,1911,0,0,2,1,3,1,4,8,8,1,3,5,1,2,2,471,3,3,2,182,81,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.0,10395,1,3,3,0,6,6,1978,1978,1,233.0,3,3,4,3,3,5,605,1,0,427,1032,1,3,1,5,1032,0,0,1032,0,1,2,0,3,1,3,6,8,1,3,5,0,1,2,564,3,3,2,0,0,0,0,0,0,0,3,500,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
68.0,8935,1,3,0,0,7,5,2002,2002,1,95.0,4,3,4,3,1,1,0,1,0,831,831,1,5,1,5,831,829,0,1660,0,0,2,1,3,1,4,7,8,0,0,5,1,2,2,493,3,3,2,144,68,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
48.0,6240,0,3,0,0,8,5,2006,2006,1,176.0,4,3,4,3,1,6,863,1,0,461,1324,1,5,1,5,1324,0,0,1324,1,0,2,0,2,1,4,6,8,1,4,5,1,3,2,550,3,3,2,192,38,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
70.0,9842,0,3,3,0,4,5,1962,1962,1,0.0,3,3,0,0,0,0,0,0,0,0,0,1,3,1,5,1224,0,0,1224,0,0,2,0,2,2,3,6,8,0,0,2,0,1,2,462,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
60.0,8544,0,3,1,0,3,4,1950,1950,1,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,4,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,1,0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
60.0,7200,0,3,0,0,5,7,1950,1950,1,0.0,3,3,3,3,1,4,534,3,96,246,876,1,3,1,5,988,0,0,988,0,0,1,0,3,1,3,6,8,0,0,5,0,1,1,276,3,3,2,0,80,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50.0,9000,0,3,0,0,7,9,1920,1988,1,0.0,3,4,3,3,1,5,624,1,0,26,650,1,5,1,5,832,650,0,1482,0,1,1,0,3,1,3,7,8,0,0,1,0,1,2,324,3,3,2,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50.0,6000,0,3,0,0,4,6,1936,1950,1,0.0,3,3,3,3,1,4,672,1,0,0,672,1,3,1,5,757,567,0,1324,0,0,1,0,3,1,3,6,8,0,0,1,0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57.0,21872,2,1,3,0,7,5,1996,1997,1,0.0,3,3,4,3,4,6,604,1,0,125,729,1,5,1,5,729,717,0,1446,0,1,2,1,3,1,3,6,8,1,3,5,1,1,2,406,3,3,2,264,22,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
60.0,9000,0,3,3,0,4,6,1971,1971,1,0.0,3,3,3,3,1,5,616,1,0,248,864,1,3,1,5,864,0,0,864,0,0,1,0,3,1,3,5,8,0,0,1,0,1,2,528,3,3,2,0,0,0,0,0,0,0,2,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
80.0,10793,0,3,0,0,5,5,1969,1969,1,263.0,3,3,3,3,1,3,493,4,287,0,780,1,5,1,5,780,840,0,1620,0,0,2,1,4,1,3,7,7,0,0,5,0,3,2,462,3,3,2,208,0,0,0,0,0,0,2,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
108.0,13173,1,3,1,0,9,5,2006,2007,1,300.0,4,3,5,3,1,6,1572,1,0,80,1652,1,5,1,5,1652,0,0,1652,1,0,2,0,2,1,5,6,8,2,5,5,1,3,2,840,3,3,2,404,102,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.0,7500,1,2,0,0,6,7,1942,1950,1,0.0,3,3,3,3,1,4,547,1,0,224,771,1,2,1,5,753,741,0,1494,0,0,1,0,3,1,4,7,8,2,4,5,0,1,1,213,3,3,1,0,0,0,0,224,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.0,12205,1,0,0,0,6,8,1966,2007,1,157.0,3,3,3,2,4,2,568,1,0,264,832,1,4,1,5,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,0,5,0,3,2,444,3,3,2,133,168,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
75.0,9464,0,3,1,0,6,7,1958,1958,1,135.0,3,4,3,3,1,4,570,1,0,510,1080,1,4,1,5,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,0,5,0,1,1,288,3,3,2,0,0,0,0,130,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
34.0,4590,0,3,0,0,8,5,2006,2006,1,108.0,4,3,4,4,2,6,24,1,0,1530,1554,1,5,1,5,1554,0,0,1554,0,0,2,0,2,1,4,6,8,1,4,5,1,2,2,627,3,3,2,156,73,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,35133,0,3,0,1,5,4,1963,1963,1,226.0,3,3,3,3,4,3,1159,1,0,413,1572,1,4,1,5,1572,0,0,1572,1,0,1,1,3,1,3,5,8,2,3,6,0,2,3,995,3,3,2,0,263,0,0,263,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
51.0,3635,0,3,0,0,7,5,2007,2007,1,130.0,4,3,4,3,1,5,988,1,0,398,1386,1,5,1,5,1569,0,0,1569,0,1,2,0,1,1,4,7,8,1,3,5,1,2,3,660,3,3,2,143,20,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0.0,1974,0,3,0,0,4,5,1973,1973,1,0.0,3,3,3,3,1,4,334,1,0,212,546,1,3,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,0,5,0,2,1,286,3,3,2,120,96,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
92.0,7438,1,3,0,0,5,8,1908,1991,1,0.0,3,3,2,3,1,1,0,1,0,504,504,1,4,1,5,936,316,0,1252,0,0,1,0,3,1,3,5,8,0,0,5,0,1,2,576,3,3,2,104,0,0,0,0,0,0,3,0,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
92.0,9920,1,3,2,0,7,5,1996,1997,1,0.0,4,3,4,3,3,6,862,1,0,255,1117,1,5,1,5,1127,886,0,2013,1,0,2,1,3,1,3,8,8,1,3,5,1,1,2,455,3,3,2,180,130,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
