LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl_CompShg,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt_gt_1990,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,SalePrice,Condition_Artery,Condition_Feedr,Condition_Norm,Condition_PosA,Condition_PosN,Condition_RRAe,Condition_RRAn,Condition_RRNe,Condition_RRNn,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Other,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc
0.0,10920,1,3,1,0,6,5,1960,1960,1,212.0,3,3,3,3,1,4,733,1,0,520,1253,1,3,1,5,1253,0,0,1253,1,0,1,1,2,1,3,5,8,1,2,5,0,2,1,352,3,3,2,0,213,176,0,0,0,0,2,0,157000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
51.0,6120,0,3,1,0,7,8,1929,2001,1,0.0,3,3,3,3,1,1,0,1,0,832,832,1,5,1,4,854,0,0,854,0,0,1,0,2,1,3,5,8,0,0,1,1,1,2,576,3,3,2,48,112,0,0,0,0,0,4,0,132000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,11241,1,3,2,0,6,7,1970,1970,1,180.0,3,3,3,3,1,5,578,1,0,426,1004,1,5,1,5,1004,0,0,1004,1,0,1,0,2,1,3,5,8,1,3,5,0,3,2,480,3,3,2,0,0,0,0,0,0,0,0,700,149000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
72.0,10791,0,3,0,0,4,5,1967,1967,1,0.0,3,3,0,0,0,0,0,0,0,0,0,1,3,1,5,1296,0,0,1296,0,0,2,0,2,2,3,6,8,0,0,2,0,1,2,516,3,3,2,0,0,0,0,0,0,0,0,500,90000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
66.0,13695,0,3,0,0,5,5,2004,2004,1,0.0,3,3,3,3,1,6,646,1,0,468,1114,1,5,1,5,1114,0,0,1114,1,0,1,1,3,1,4,6,8,0,0,1,1,1,2,576,3,3,2,0,102,0,0,0,0,0,0,0,159000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
75.0,9742,0,3,0,0,8,5,2002,2002,1,281.0,4,3,4,3,1,1,0,1,0,1777,1777,1,5,1,5,1795,0,0,1795,0,0,2,0,3,1,4,7,8,1,4,5,1,2,2,534,3,3,2,171,159,0,0,0,0,0,0,0,230000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
44.0,4224,0,3,0,0,5,7,1976,1976,1,0.0,3,3,4,3,1,6,840,1,0,200,1040,1,3,1,5,1060,0,0,1060,1,0,1,0,3,1,3,6,8,1,3,5,0,1,2,572,3,3,2,100,110,0,0,0,0,0,0,0,129900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0,8246,1,3,0,0,5,8,1968,2001,1,0.0,3,4,3,3,2,3,188,5,668,204,1060,1,5,1,5,1060,0,0,1060,1,0,1,0,3,1,4,6,8,1,3,5,0,1,1,270,3,3,2,406,90,0,0,0,0,0,3,0,154000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
110.0,14230,0,3,1,0,8,5,2007,2007,1,640.0,4,3,4,3,1,1,0,1,0,1566,1566,1,5,1,5,1600,0,0,1600,0,0,2,0,3,1,4,7,8,1,4,5,1,2,3,890,3,3,2,0,56,0,0,0,0,0,0,0,256300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
60.0,7200,0,3,1,0,5,7,1951,2000,1,0.0,3,3,3,3,2,4,234,3,486,180,900,1,3,1,5,900,0,0,900,0,1,1,0,3,1,4,5,8,0,0,1,1,1,2,576,3,3,2,222,32,0,0,0,0,0,0,0,134800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
98.0,11478,0,3,0,0,8,5,2007,2008,1,200.0,4,3,5,3,1,6,1218,1,0,486,1704,1,5,1,5,1704,0,0,1704,1,0,2,0,3,1,4,7,8,1,4,5,1,2,3,772,3,3,2,0,50,0,0,0,0,0,0,0,306000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
47.0,16321,1,3,2,0,5,6,1957,1997,1,0.0,3,3,3,3,4,4,1277,1,0,207,1484,1,3,1,5,1600,0,0,1600,1,0,1,0,2,1,3,6,8,2,4,5,0,2,1,319,3,3,2,288,258,0,0,0,0,0,0,0,207500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60.0,6324,1,3,0,0,4,6,1927,1950,1,0.0,3,3,3,3,1,1,0,1,0,520,520,1,2,0,5,520,0,0,520,0,0,1,0,1,1,2,4,8,0,0,1,0,1,1,240,2,3,2,49,0,87,0,0,0,0,0,0,68500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,8544,1,3,2,0,5,6,1966,2006,1,0.0,3,3,3,3,1,1,0,1,0,1228,1228,1,4,1,5,1228,0,0,1228,0,0,1,1,3,1,4,6,8,0,0,5,0,1,1,271,3,3,2,0,65,0,0,0,0,0,3,0,149350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
85.0,11049,0,3,1,0,8,5,2007,2007,1,0.0,4,3,5,3,3,1,0,1,0,1234,1234,1,5,1,5,1234,0,0,1234,0,0,2,0,3,1,4,7,8,0,0,5,1,2,2,484,3,3,2,0,30,0,0,0,0,0,0,0,179900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
70.0,10552,1,3,0,0,5,5,1959,1959,1,0.0,3,3,3,3,1,3,1018,1,0,380,1398,1,4,1,5,1700,0,0,1700,0,1,1,1,4,1,4,6,8,1,4,5,0,2,2,447,3,3,2,0,38,0,0,0,0,0,0,0,165500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
60.0,7313,0,3,0,0,9,5,2005,2005,1,246.0,5,3,5,3,1,6,1153,1,0,408,1561,1,5,1,5,1561,0,0,1561,1,0,2,0,2,1,5,6,8,1,4,5,1,3,2,556,3,3,2,203,47,0,0,0,0,0,0,0,277500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
108.0,13418,0,3,0,0,8,5,2004,2005,1,132.0,4,3,5,3,3,1,0,1,0,1117,1117,1,5,1,5,1132,1320,0,2452,0,0,3,1,4,1,4,9,8,1,4,3,1,3,3,691,3,3,2,113,32,0,0,0,0,0,0,0,309000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
112.0,10859,0,3,1,0,5,5,1994,1995,1,0.0,3,3,4,3,1,1,0,1,0,1097,1097,1,5,1,5,1097,0,0,1097,0,0,1,1,3,1,3,6,8,0,0,5,1,1,2,672,3,3,2,392,64,0,0,0,0,0,0,0,145000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
74.0,8532,0,3,0,0,5,6,1954,1990,1,650.0,3,3,3,3,1,3,1213,1,0,84,1297,1,4,1,5,1297,0,0,1297,0,1,1,0,3,1,3,5,8,1,3,5,0,3,2,498,3,3,2,0,0,0,0,0,0,0,0,0,153000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
115.0,16905,0,3,0,0,5,6,1959,1959,1,0.0,3,4,3,3,4,4,967,1,0,383,1350,1,4,1,5,1328,0,0,1328,0,1,1,1,2,1,3,5,8,2,4,5,0,2,1,308,3,3,1,0,104,0,0,0,0,0,0,0,170000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,9180,1,3,2,0,5,7,1983,1983,1,0.0,3,3,4,3,3,5,747,2,93,0,840,1,4,1,5,884,0,0,884,1,0,1,0,2,1,4,5,8,0,0,5,0,2,2,504,3,4,2,240,0,0,0,0,0,0,3,0,144000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0.0,9200,1,3,2,0,5,6,1975,1980,1,0.0,3,3,4,3,3,2,280,4,491,167,938,1,3,1,5,938,0,0,938,1,0,1,0,3,1,3,5,8,0,0,1,0,1,1,308,3,3,2,145,0,0,0,0,0,0,3,0,130250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
70.0,7945,0,3,0,0,5,6,1959,1959,1,0.0,3,3,3,3,1,5,179,4,506,465,1150,1,5,1,4,1150,0,0,1150,1,0,1,0,3,1,3,6,8,0,0,5,0,2,1,300,3,3,2,0,0,0,0,0,0,0,0,0,141000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
61.0,7658,0,3,0,0,9,5,2005,2005,1,412.0,5,3,5,3,1,6,456,1,0,1296,1752,1,5,1,5,1752,0,0,1752,1,0,2,0,2,1,5,6,8,1,4,5,1,2,2,576,3,3,2,196,82,0,0,0,0,0,0,0,319900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
84.0,11096,0,3,0,0,8,5,2006,2006,1,0.0,4,3,4,3,3,6,24,1,0,1632,1656,1,5,1,5,1656,0,0,1656,0,0,2,0,3,1,4,7,8,0,0,5,1,2,3,826,3,3,2,0,146,0,0,0,0,0,0,0,249700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
66.0,7742,0,3,0,0,5,7,1966,1966,1,0.0,3,3,3,3,1,4,763,1,0,192,955,1,5,1,5,955,0,0,955,1,0,1,0,3,1,3,6,8,0,0,5,0,1,1,386,3,3,2,0,0,0,0,0,0,0,3,0,127000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
